Activity ID,Activity Date,Activity Name,Activity Type,Elapsed Time,Distance,Elapsed Time.1,Moving Time,Distance.1,Elevation Gain,Average Watts,Max Watts,Weighted Average Power,Average Heart Rate,Max Heart Rate,Average Cadence,Calories,Relative Effort
1000146,"Oct 27, 2024, 12:00:00 AM",Gravel Grind,Ride,6516,42801.3,6516,6205,42801.3,413.0,143.9,470.4,155.4,139.5,160.6,85.8,930.8,63.0
1000147,"Oct 28, 2024, 12:00:00 AM",Recovery Spin,Ride,22113,154320.3,22113,21060,154320.3,1798.0,145.5,373.6,157.1,134.6,156.9,82.3,3356.2,116.0
1000148,"Oct 31, 2024, 12:00:00 AM",Gravel Grind,Ride,1142,6838.8,1142,1088,6838.8,38.3,174.8,468.6,188.8,145.1,164.3,84.7,148.7,58.7
1000149,"Nov 03, 2024, 12:00:00 AM",Zwift Watopia,Virtual Ride,16760,100978.3,16760,15962,100978.3,1130.5,158.7,602.0,171.4,137.3,172.2,86.3,2196.1,34.1
1000150,"Nov 04, 2024, 12:00:00 AM",Long Sunday Ride,Ride,16269,121953.2,16269,15494,121953.2,1855.8,118.3,421.8,127.8,128.0,169.8,95.8,2652.2,148.1
1000151,"Nov 06, 2024, 12:00:00 AM",Commute,Ride,17837,111055.6,17837,16987,111055.6,1600.5,172.0,667.4,185.8,156.8,179.4,85.4,2415.2,133.4
1000152,"Nov 07, 2024, 12:00:00 AM",Recovery Spin,Virtual Ride,4087,24740.3,4087,3892,24740.3,286.9,177.1,674.1,191.3,147.6,180.4,81.8,538.1,32.8
1000153,"Nov 09, 2024, 12:00:00 AM",Recovery Spin,Ride,6593,37565.8,6593,6279,37565.8,457.7,178.2,687.8,192.5,164.9,166.5,95.4,817.0,33.1
1000154,"Nov 14, 2024, 12:00:00 AM",River Trail Ride,Virtual Ride,16949,100931.4,16949,16142,100931.4,1188.4,163.3,597.4,176.3,132.2,168.1,83.1,2195.1,176.1
1000155,"Nov 25, 2024, 12:00:00 AM",Gravel Grind,Ride,18677,120958.8,18677,17788,120958.8,943.8,167.9,508.3,181.3,146.3,167.4,84.9,2630.6,108.9
1000156,"Nov 26, 2024, 12:00:00 AM",Gravel Grind,Virtual Ride,16318,91623.9,16318,15541,91623.9,795.0,160.1,608.0,173.0,141.4,176.9,78.9,1992.6,31.6
1000157,"Dec 09, 2024, 12:00:00 AM",Zwift Watopia,Ride,17163,98780.5,17163,16346,98780.5,1551.7,154.3,405.2,166.6,120.0,175.2,88.9,2148.3,138.8
1000158,"Dec 11, 2024, 12:00:00 AM",Hill Repeats,Ride,1427,10911.2,1427,1359,10911.2,117.1,141.4,548.2,152.7,142.7,180.4,95.1,237.3,97.9
1000159,"Dec 15, 2024, 12:00:00 AM",Recovery Spin,Ride,4414,27580.5,4414,4204,27580.5,225.0,156.0,456.4,168.5,150.6,177.2,75.5,599.8,166.0
1000160,"Dec 20, 2024, 12:00:00 AM",Long Sunday Ride,Virtual Ride,7916,46200.3,7916,7539,46200.3,389.3,134.4,478.7,145.1,132.5,175.2,88.0,1004.8,48.7
1000161,"Dec 21, 2024, 12:00:00 AM",Hill Repeats,Ride,5858,40447.4,5858,5579,40447.4,329.4,158.9,594.9,171.6,154.1,176.3,82.8,879.7,91.2
1000162,"Dec 27, 2024, 12:00:00 AM",Commute,Virtual Ride,1364,8077.4,1364,1299,8077.4,53.5,164.1,656.5,177.2,135.7,163.0,77.2,175.7,143.8
1000163,"Dec 28, 2024, 12:00:00 AM",Recovery Spin,Ride,8526,61498.6,8526,8120,61498.6,646.9,158.5,606.2,171.2,145.7,172.6,77.3,1337.5,73.9
1000164,"Dec 29, 2024, 12:00:00 AM",Long Sunday Ride,Virtual Ride,4301,30825.1,4301,4096,30825.1,170.3,184.1,510.1,198.8,158.0,178.8,82.9,670.4,25.9
1000165,"Jan 03, 2025, 12:00:00 AM",Gravel Grind,Ride,4150,29332.5,4150,3953,29332.5,488.2,153.0,562.2,165.2,164.9,175.1,87.6,637.9,113.7
1000166,"Jan 04, 2025, 12:00:00 AM",Coffee Shop Ride,Ride,3964,30088.3,3964,3775,30088.3,426.9,167.0,654.7,180.3,139.1,171.7,89.4,654.4,26.3
1000167,"Jan 07, 2025, 12:00:00 AM",Coffee Shop Ride,Ride,5463,36374.8,5463,5203,36374.8,603.8,174.0,471.2,187.9,139.0,172.6,73.0,791.1,26.7
1000168,"Jan 08, 2025, 12:00:00 AM",River Trail Ride,Ride,5144,38045.0,5144,4899,38045.0,423.8,168.4,551.3,181.9,152.0,148.8,97.5,827.4,42.3
1000169,"Jan 09, 2025, 12:00:00 AM",Recovery Spin,Virtual Ride,16802,98731.3,16802,16002,98731.3,962.1,156.6,494.1,169.1,153.3,163.7,88.7,2147.2,175.2
1000170,"Jan 11, 2025, 12:00:00 AM",Morning Loop,Ride,3070,19281.4,3070,2924,19281.4,79.9,146.9,449.5,158.6,163.0,170.5,86.3,419.3,130.8
1000171,"Jan 12, 2025, 12:00:00 AM",River Trail Ride,Ride,26153,157257.4,26153,24908,157257.4,1260.1,162.3,564.1,175.3,144.4,191.2,84.7,3420.0,159.0
1000172,"Jan 14, 2025, 12:00:00 AM",Hill Repeats,Ride,3798,27736.8,3798,3618,27736.8,361.0,160.7,514.7,173.5,153.3,181.5,88.8,603.2,83.0
1000173,"Jan 17, 2025, 12:00:00 AM",Recovery Spin,Ride,3109,18197.6,3109,2961,18197.6,295.8,165.3,605.8,178.6,130.9,171.5,87.0,395.8,159.3
1000174,"Jan 18, 2025, 12:00:00 AM",Commute,Virtual Ride,25357,153221.4,25357,24150,153221.4,1878.3,191.5,719.3,206.9,145.4,170.0,90.8,3332.3,72.3
1000175,"Jan 19, 2025, 12:00:00 AM",Hill Repeats,Ride,8503,58505.2,8503,8098,58505.2,667.6,170.7,427.1,184.3,136.4,183.0,84.1,1272.4,107.1
1000176,"Jan 20, 2025, 12:00:00 AM",Recovery Spin,Ride,6366,37778.6,6366,6063,37778.6,477.8,137.3,357.3,148.3,122.7,184.8,79.9,821.6,82.2
1000177,"Jan 21, 2025, 12:00:00 AM",Long Sunday Ride,Ride,1800,13756.7,1800,1715,13756.7,153.2,153.2,392.9,165.4,159.7,180.1,80.9,299.2,80.8
1000178,"Jan 22, 2025, 12:00:00 AM",River Trail Ride,Ride,13404,95517.2,13404,12766,95517.2,814.0,109.2,393.2,118.0,167.5,160.9,75.1,2077.3,112.8
1000179,"Jan 26, 2025, 12:00:00 AM",Hill Repeats,Ride,20188,135204.4,20188,19227,135204.4,1970.3,186.9,659.1,201.8,146.8,176.8,90.1,2940.4,172.9
1000180,"Jan 28, 2025, 12:00:00 AM",Commute,Virtual Ride,5313,30935.9,5313,5060,30935.9,410.9,167.0,468.0,180.4,131.0,169.8,74.8,672.8,65.6
1000181,"Jan 31, 2025, 12:00:00 AM",Commute,Ride,5267,33618.2,5267,5016,33618.2,490.8,162.7,590.7,175.7,156.7,179.3,75.6,731.1,134.6
1000182,"Feb 01, 2025, 12:00:00 AM",Zwift Watopia,Ride,3526,25380.7,3526,3358,25380.7,387.5,127.4,471.2,137.6,146.6,164.3,85.6,552.0,133.4
1000183,"Feb 02, 2025, 12:00:00 AM",Zwift Watopia,Ride,2476,16024.2,2476,2358,16024.2,263.9,127.2,412.8,137.4,145.3,171.8,88.3,348.5,149.0
1000184,"Feb 03, 2025, 12:00:00 AM",Long Sunday Ride,Virtual Ride,3876,25743.2,3876,3692,25743.2,370.9,160.4,545.8,173.2,141.5,176.3,85.3,559.9,56.5
1000185,"Feb 05, 2025, 12:00:00 AM",Gravel Grind,Ride,6338,36161.4,6338,6036,36161.4,453.8,131.0,468.5,141.5,161.0,162.0,80.8,786.4,144.9
1000186,"Feb 06, 2025, 12:00:00 AM",Zwift Watopia,Ride,8081,52422.8,8081,7696,52422.8,703.7,147.8,466.0,159.7,131.9,174.2,80.0,1140.1,113.9
1000187,"Feb 07, 2025, 12:00:00 AM",Long Sunday Ride,Ride,16214,91724.2,16214,15442,91724.2,1163.6,171.7,635.6,185.4,145.0,170.5,84.2,1994.8,23.8
1000188,"Feb 10, 2025, 12:00:00 AM",River Trail Ride,Ride,8782,63217.8,8782,8364,63217.8,268.6,191.5,663.9,206.8,133.3,161.0,84.5,1374.9,178.0
1000189,"Feb 11, 2025, 12:00:00 AM",Commute,Ride,19224,107730.7,19224,18309,107730.7,627.2,142.9,437.0,154.3,159.7,185.4,81.7,2342.9,130.8
1000190,"Feb 13, 2025, 12:00:00 AM",Coffee Shop Ride,Ride,6471,41302.3,6471,6163,41302.3,512.1,148.3,376.4,160.1,135.5,170.4,81.5,898.2,56.3
1000191,"Feb 14, 2025, 12:00:00 AM",Gravel Grind,Ride,2642,19762.0,2642,2516,19762.0,105.7,159.6,450.4,172.4,130.8,173.9,75.7,429.8,160.8
1000192,"Feb 15, 2025, 12:00:00 AM",Hill Repeats,Ride,5830,44666.9,5830,5553,44666.9,287.7,201.3,639.6,217.4,154.7,162.3,95.0,971.4,94.4
1000193,"Feb 17, 2025, 12:00:00 AM",Zwift Watopia,Ride,14444,100916.2,14444,13756,100916.2,1513.5,167.2,596.1,180.6,146.7,172.6,88.2,2194.7,52.1
1000194,"Feb 18, 2025, 12:00:00 AM",Hill Repeats,Ride,3396,20964.9,3396,3234,20964.9,123.2,156.6,511.1,169.2,129.2,166.1,92.4,455.9,126.4
1000195,"Feb 19, 2025, 12:00:00 AM",Morning Loop,Ride,4531,26422.7,4531,4316,26422.7,377.0,130.7,438.9,141.1,154.6,173.1,98.9,574.6,34.3
1000196,"Feb 20, 2025, 12:00:00 AM",River Trail Ride,Ride,7431,43187.3,7431,7078,43187.3,669.9,161.5,645.9,174.4,138.2,177.7,90.7,939.2,25.8
1000197,"Feb 22, 2025, 12:00:00 AM",Zwift Watopia,Ride,2616,19070.3,2616,2492,19070.3,90.9,141.0,447.6,152.3,118.0,176.1,78.4,414.7,116.1
1000198,"Feb 23, 2025, 12:00:00 AM",Hill Repeats,Ride,1168,8653.5,1168,1113,8653.5,122.3,158.6,427.3,171.3,150.1,172.7,84.4,188.2,80.9
1000199,"Feb 24, 2025, 12:00:00 AM",Gravel Grind,Virtual Ride,6432,46990.4,6432,6126,46990.4,500.8,170.7,509.5,184.4,137.9,166.0,88.2,1021.9,75.4
1000200,"Feb 26, 2025, 12:00:00 AM",Gravel Grind,Virtual Ride,2857,21255.7,2857,2720,21255.7,318.9,180.4,709.9,194.9,145.7,171.8,89.9,462.3,117.0
1000201,"Feb 27, 2025, 12:00:00 AM",Hill Repeats,Ride,3608,24689.7,3608,3436,24689.7,124.1,169.3,570.6,182.8,127.2,169.6,81.3,537.0,24.1
1000202,"Feb 28, 2025, 12:00:00 AM",Morning Loop,Ride,4300,32059.8,4300,4095,32059.8,264.9,159.8,406.3,172.6,146.4,171.4,87.9,697.2,69.9
1000203,"Mar 01, 2025, 12:00:00 AM",Long Sunday Ride,Ride,643,4352.2,643,612,4352.2,54.1,164.5,418.8,177.7,125.5,176.8,94.2,94.7,44.3
1000204,"Mar 03, 2025, 12:00:00 AM",Long Sunday Ride,Ride,10207,63059.5,10207,9721,63059.5,443.6,154.3,402.7,166.7,157.9,173.2,83.0,1371.4,177.4
1000205,"Mar 04, 2025, 12:00:00 AM",Hill Repeats,Ride,3955,25972.9,3955,3767,25972.9,168.6,150.4,537.9,162.4,132.6,169.6,82.7,564.9,101.5
1000206,"Mar 08, 2025, 12:00:00 AM",Commute,Virtual Ride,5742,38651.0,5742,5469,38651.0,309.9,167.2,530.9,180.6,154.3,179.6,76.1,840.6,104.3
1000207,"Mar 09, 2025, 12:00:00 AM",Long Sunday Ride,Ride,16882,127417.8,16882,16078,127417.8,1942.4,131.1,498.1,141.6,137.3,162.6,74.2,2771.1,152.4
1000208,"Mar 10, 2025, 12:00:00 AM",Hill Repeats,Ride,8021,54263.2,8021,7639,54263.2,430.5,173.7,568.4,187.6,133.1,151.3,81.7,1180.1,105.6
1000209,"Mar 11, 2025, 12:00:00 AM",Recovery Spin,Ride,7728,43155.3,7728,7360,43155.3,704.3,158.1,452.4,170.8,147.0,173.0,79.2,938.5,92.7
1000210,"Mar 12, 2025, 12:00:00 AM",Commute,Ride,25711,157709.4,25711,24487,157709.4,1846.7,157.9,396.6,170.5,128.8,168.5,79.7,3429.9,138.0
1000211,"Mar 13, 2025, 12:00:00 AM",Long Sunday Ride,Ride,21488,131034.1,21488,20465,131034.1,1131.8,131.0,406.1,141.4,120.6,183.8,83.7,2849.7,162.7
1000212,"Mar 14, 2025, 12:00:00 AM",Recovery Spin,Ride,9088,61005.6,9088,8655,61005.6,290.6,136.0,452.0,146.8,148.1,168.1,97.9,1326.7,125.5
1000213,"Mar 16, 2025, 12:00:00 AM",Zwift Watopia,Ride,4363,25345.3,4363,4155,25345.3,128.5,184.4,554.7,199.1,158.7,172.3,80.5,551.2,44.0
1000214,"Mar 19, 2025, 12:00:00 AM",Hill Repeats,Ride,5617,37070.1,5617,5349,37070.1,162.7,192.7,714.1,208.1,135.6,173.5,76.9,806.2,76.0
1000215,"Mar 20, 2025, 12:00:00 AM",Zwift Watopia,Virtual Ride,20529,152661.4,20529,19552,152661.4,861.2,138.8,553.2,149.9,127.4,176.3,92.1,3320.1,62.4
1000216,"Mar 22, 2025, 12:00:00 AM",Gravel Grind,Ride,6910,50432.1,6910,6581,50432.1,547.0,178.1,449.7,192.4,130.9,160.6,94.0,1096.8,52.9
1000217,"Mar 23, 2025, 12:00:00 AM",Morning Loop,Ride,16406,105351.5,16406,15624,105351.5,828.8,184.7,535.4,199.5,146.7,175.6,98.0,2291.2,26.7
1000218,"Mar 26, 2025, 12:00:00 AM",Recovery Spin,Ride,12351,69715.8,12351,11763,69715.8,708.1,194.1,665.6,209.6,146.5,180.6,82.8,1516.2,168.5
1000219,"Mar 28, 2025, 12:00:00 AM",River Trail Ride,Virtual Ride,3935,22045.1,3935,3747,22045.1,360.6,137.1,433.6,148.1,116.4,188.4,78.4,479.4,170.9
1000220,"Mar 29, 2025, 12:00:00 AM",Commute,Ride,4555,27192.2,4555,4338,27192.2,283.9,151.4,545.5,163.5,143.7,178.5,90.2,591.4,157.8
1000221,"Mar 30, 2025, 12:00:00 AM",Commute,Ride,26415,157865.6,26415,25157,157865.6,1278.3,146.3,434.7,158.0,138.0,174.3,83.5,3433.3,154.7
1000222,"Mar 31, 2025, 12:00:00 AM",Gravel Grind,Ride,11849,74216.6,11849,11284,74216.6,629.7,171.2,477.4,184.9,154.1,173.4,77.2,1614.1,177.5
1000223,"Apr 01, 2025, 12:00:00 AM",Gravel Grind,Ride,5602,33689.1,5602,5335,33689.1,562.1,156.2,555.7,168.7,133.7,176.7,92.4,732.7,137.2
1000224,"Apr 03, 2025, 12:00:00 AM",Gravel Grind,Ride,5321,35800.3,5321,5067,35800.3,579.1,162.7,546.7,175.7,171.2,176.5,74.4,778.6,130.2
1000225,"Apr 04, 2025, 12:00:00 AM",Hill Repeats,Ride,6562,41836.6,6562,6250,41836.6,349.9,175.9,515.5,189.9,138.3,162.2,83.7,909.9,148.0
1000226,"Apr 06, 2025, 12:00:00 AM",Coffee Shop Ride,Ride,3600,21892.9,3600,3428,21892.9,222.0,191.2,555.8,206.5,144.7,162.4,87.7,476.1,76.9
1000227,"Apr 08, 2025, 12:00:00 AM",Morning Loop,Ride,21558,153323.2,21558,20531,153323.2,1067.2,155.1,511.2,167.5,140.2,165.7,88.9,3334.5,173.3
1000228,"Apr 10, 2025, 12:00:00 AM",Hill Repeats,Virtual Ride,2094,14794.5,2094,1995,14794.5,75.8,135.6,450.8,146.4,148.7,169.0,95.4,321.8,161.8
1000229,"Apr 12, 2025, 12:00:00 AM",Coffee Shop Ride,Ride,3851,28518.4,3851,3668,28518.4,288.5,129.3,378.9,139.6,118.9,159.8,92.6,620.2,147.1
1000230,"Apr 13, 2025, 12:00:00 AM",Coffee Shop Ride,Ride,14404,103295.1,14404,13718,103295.1,1284.6,146.6,525.4,158.3,170.7,167.5,86.1,2246.5,112.8
1000231,"Apr 16, 2025, 12:00:00 AM",Long Sunday Ride,Ride,13907,82176.7,13907,13244,82176.7,1313.2,195.3,542.7,210.9,152.3,176.7,89.7,1787.2,99.7
1000232,"Apr 19, 2025, 12:00:00 AM",Zwift Watopia,Ride,16554,102141.2,16554,15766,102141.2,1203.2,146.4,583.2,158.1,138.0,168.4,89.2,2221.4,146.2
1000233,"Apr 25, 2025, 12:00:00 AM",Gravel Grind,Ride,22790,134021.5,22790,21704,134021.5,1323.1,176.4,444.6,190.5,126.3,170.5,80.7,2914.7,34.2
1000234,"Apr 26, 2025, 12:00:00 AM",Long Sunday Ride,Ride,1562,10892.6,1562,1488,10892.6,69.2,187.5,613.7,202.5,147.6,163.8,96.1,236.9,121.8
1000235,"Apr 27, 2025, 12:00:00 AM",Zwift Watopia,Ride,4947,29326.7,4947,4711,29326.7,165.8,162.4,407.7,175.4,135.5,180.7,96.3,637.8,49.5
1000236,"Apr 28, 2025, 12:00:00 AM",Morning Loop,Ride,11845,72292.1,11845,11281,72292.1,589.8,160.0,486.2,172.8,118.8,174.6,84.1,1572.2,61.5
1000237,"Apr 29, 2025, 12:00:00 AM",Recovery Spin,Ride,8910,58145.3,8910,8486,58145.3,343.4,153.2,587.2,165.5,146.2,167.7,78.0,1264.5,41.4
1000238,"May 04, 2025, 12:00:00 AM",Commute,Ride,584,4425.8,584,556,4425.8,44.8,156.4,533.2,168.9,161.3,185.3,82.3,96.3,142.5
1000239,"May 10, 2025, 12:00:00 AM",River Trail Ride,Ride,5934,42378.9,5934,5651,42378.9,651.1,134.8,443.9,145.6,149.2,181.8,84.4,921.7,61.9
1000240,"May 13, 2025, 12:00:00 AM",Recovery Spin,Virtual Ride,4260,31771.6,4260,4057,31771.6,205.5,152.2,455.3,164.3,144.4,179.3,80.2,691.0,92.0
1000241,"May 15, 2025, 12:00:00 AM",Recovery Spin,Ride,3916,26542.0,3916,3730,26542.0,132.5,156.3,403.9,168.9,110.9,179.1,89.4,577.2,23.5
1000242,"May 16, 2025, 12:00:00 AM",Gravel Grind,Ride,4521,30454.4,4521,4306,30454.4,341.0,157.9,488.6,170.6,146.2,159.5,81.8,662.3,136.9
1000243,"May 20, 2025, 12:00:00 AM",River Trail Ride,Ride,3277,18587.2,3277,3121,18587.2,315.4,167.8,538.3,181.2,145.6,171.7,75.3,404.2,38.3
1000244,"May 21, 2025, 12:00:00 AM",Long Sunday Ride,Ride,10579,61603.2,10579,10075,61603.2,757.3,141.7,543.9,153.1,130.3,173.6,91.9,1339.7,103.7
1000245,"May 25, 2025, 12:00:00 AM",Zwift Watopia,Virtual Ride,4085,30217.3,4085,3890,30217.3,167.7,159.3,635.7,172.1,130.1,172.7,78.6,657.2,46.5
1000246,"May 27, 2025, 12:00:00 AM",Gravel Grind,Ride,6032,44106.5,6032,5744,44106.5,609.2,174.3,623.8,188.3,161.2,163.7,80.7,959.2,102.0
1000247,"May 30, 2025, 12:00:00 AM",River Trail Ride,Virtual Ride,6272,36787.2,6272,5973,36787.2,231.3,143.2,499.8,154.6,139.3,167.0,88.6,800.0,61.4
1000248,"Jun 03, 2025, 12:00:00 AM",Morning Loop,Ride,15956,108488.8,15956,15196,108488.8,1053.1,179.2,460.0,193.6,130.8,160.4,85.6,2359.4,160.5
1000249,"Jun 08, 2025, 12:00:00 AM",Zwift Watopia,Ride,5018,30279.4,5018,4779,30279.4,482.6,124.6,455.7,134.5,139.3,166.1,85.5,658.5,99.7
1000250,"Jun 10, 2025, 12:00:00 AM",Long Sunday Ride,Ride,7117,54328.2,7117,6778,54328.2,581.2,176.5,457.4,190.6,146.1,182.5,81.6,1181.5,174.3
1000251,"Jun 21, 2025, 12:00:00 AM",Recovery Spin,Ride,6414,37541.5,6414,6109,37541.5,329.6,126.6,477.8,136.7,144.4,182.9,92.1,816.5,83.4
1000252,"Jun 22, 2025, 12:00:00 AM",Recovery Spin,Ride,6384,46286.1,6384,6080,46286.1,736.6,130.9,409.2,141.4,141.4,179.9,88.9,1006.6,70.7
1000253,"Jun 25, 2025, 12:00:00 AM",Zwift Watopia,Virtual Ride,5184,29569.3,5184,4937,29569.3,288.3,147.1,527.8,158.9,143.6,178.1,83.8,643.1,118.4
1000254,"Jun 26, 2025, 12:00:00 AM",River Trail Ride,Virtual Ride,2577,17959.2,2577,2454,17959.2,211.6,159.0,579.2,171.7,142.9,176.2,85.0,390.6,86.8
1000255,"Jul 01, 2025, 12:00:00 AM",River Trail Ride,Ride,3443,19170.9,3443,3279,19170.9,310.8,163.6,594.0,176.7,125.7,170.0,85.2,416.9,104.4
1000256,"Jul 05, 2025, 12:00:00 AM",Commute,Ride,4935,30696.1,4935,4700,30696.1,231.5,138.8,421.7,149.9,147.2,174.2,86.8,667.6,106.5
1000257,"Jul 06, 2025, 12:00:00 AM",Commute,Ride,3012,19865.1,3012,2869,19865.1,101.2,177.6,529.4,191.8,138.0,182.4,84.5,432.0,152.5
1000258,"Jul 07, 2025, 12:00:00 AM",Hill Repeats,Virtual Ride,1427,8038.7,1427,1359,8038.7,122.5,165.7,551.8,179.0,129.9,167.5,82.5,174.8,75.7
1000259,"Jul 10, 2025, 12:00:00 AM",Coffee Shop Ride,Ride,12359,74460.0,12359,11771,74460.0,844.5,148.2,516.1,160.1,121.8,182.0,84.4,1619.4,176.7
1000260,"Jul 12, 2025, 12:00:00 AM",Commute,Ride,8328,63232.7,8328,7931,63232.7,777.5,162.1,583.3,175.0,130.5,181.6,78.3,1375.2,31.1
1000261,"Jul 13, 2025, 12:00:00 AM",Recovery Spin,Ride,16306,109225.6,16306,15530,109225.6,680.2,146.5,576.7,158.3,146.3,167.9,89.7,2375.4,122.9
1000262,"Jul 16, 2025, 12:00:00 AM",Hill Repeats,Ride,6703,37794.1,6703,6384,37794.1,146.4,193.2,550.2,208.7,152.3,161.5,89.3,821.9,126.4
1000263,"Jul 18, 2025, 12:00:00 AM",Commute,Ride,7779,49236.4,7779,7408,49236.4,589.8,159.8,403.4,172.6,147.8,164.3,85.9,1070.8,91.5
1000264,"Jul 20, 2025, 12:00:00 AM",Gravel Grind,Virtual Ride,18367,129900.0,18367,17493,129900.0,1414.7,157.1,584.5,169.7,153.2,174.0,84.6,2825.1,37.7
1000265,"Jul 24, 2025, 12:00:00 AM",Recovery Spin,Ride,21730,127161.8,21730,20695,127161.8,805.2,149.7,453.9,161.7,145.1,168.5,89.5,2765.5,165.7
1000266,"Jul 26, 2025, 12:00:00 AM",Coffee Shop Ride,Ride,7816,50898.4,7816,7444,50898.4,356.9,166.4,622.7,179.7,150.7,167.8,89.0,1106.9,38.0
1000267,"Jul 27, 2025, 12:00:00 AM",Long Sunday Ride,Ride,4152,28729.6,4152,3954,28729.6,120.9,135.8,452.3,146.7,141.1,156.9,83.2,624.8,115.7
1000268,"Jul 28, 2025, 12:00:00 AM",Long Sunday Ride,Ride,20016,118086.7,20016,19062,118086.7,1229.8,175.0,524.5,189.0,129.6,175.4,90.4,2568.1,114.9
1000269,"Aug 02, 2025, 12:00:00 AM",Gravel Grind,Virtual Ride,4781,33509.2,4781,4553,33509.2,378.7,150.5,393.0,162.5,141.0,168.3,80.6,728.8,153.0
1000270,"Aug 05, 2025, 12:00:00 AM",Coffee Shop Ride,Ride,18628,139939.0,18628,17741,139939.0,1113.5,154.5,560.4,166.8,143.2,177.1,88.9,3043.4,88.9
1000271,"Aug 07, 2025, 12:00:00 AM",Long Sunday Ride,Ride,20323,119514.1,20323,19355,119514.1,833.7,207.4,686.7,224.0,157.7,169.2,90.3,2599.2,90.9
1000272,"Aug 08, 2025, 12:00:00 AM",River Trail Ride,Ride,5518,39831.0,5518,5255,39831.0,514.9,178.1,705.4,192.3,161.0,163.9,89.7,866.2,102.0
1000273,"Aug 09, 2025, 12:00:00 AM",Long Sunday Ride,Ride,4241,31048.0,4241,4039,31048.0,257.8,136.7,408.8,147.7,145.1,173.1,93.9,675.2,101.0
1000274,"Aug 12, 2025, 12:00:00 AM",Hill Repeats,Ride,7143,47950.4,7143,6803,47950.4,420.3,151.4,528.5,163.5,137.8,168.5,71.8,1042.8,27.3
1000275,"Aug 13, 2025, 12:00:00 AM",River Trail Ride,Ride,3877,28046.2,3877,3692,28046.2,371.4,139.6,428.6,150.8,137.4,155.5,87.7,609.9,64.9
1000276,"Aug 15, 2025, 12:00:00 AM",Gravel Grind,Ride,2708,17070.3,2708,2579,17070.3,85.4,149.3,543.7,161.2,140.1,180.7,81.5,371.2,111.5
1000277,"Aug 16, 2025, 12:00:00 AM",Recovery Spin,Ride,20719,133688.3,20719,19733,133688.3,1493.6,160.9,408.6,173.8,137.8,165.8,83.8,2907.5,118.7
1000278,"Aug 17, 2025, 12:00:00 AM",Long Sunday Ride,Virtual Ride,15394,104804.9,15394,14661,104804.9,847.8,155.4,484.9,167.8,114.1,171.9,91.5,2279.3,132.4
1000279,"Aug 20, 2025, 12:00:00 AM",Long Sunday Ride,Virtual Ride,3942,23856.0,3942,3754,23856.0,255.2,122.9,356.9,132.8,150.0,170.5,89.6,518.8,69.5
1000280,"Aug 21, 2025, 12:00:00 AM",Gravel Grind,Ride,26519,156219.9,26519,25256,156219.9,1163.3,183.8,480.7,198.5,141.7,167.1,80.8,3397.5,81.4
1000281,"Aug 22, 2025, 12:00:00 AM",Coffee Shop Ride,Ride,6136,42130.0,6136,5844,42130.0,491.2,135.4,365.9,146.2,136.3,184.2,82.1,916.2,31.4
1000282,"Aug 23, 2025, 12:00:00 AM",Zwift Watopia,Ride,4287,31408.6,4287,4082,31408.6,277.2,140.1,440.7,151.3,154.7,181.3,92.1,683.1,21.6
1000283,"Aug 25, 2025, 12:00:00 AM",Coffee Shop Ride,Ride,1951,12048.2,1951,1858,12048.2,142.0,157.2,434.8,169.7,149.1,175.1,88.8,262.0,39.3
1000284,"Aug 26, 2025, 12:00:00 AM",Coffee Shop Ride,Ride,2562,18189.1,2562,2440,18189.1,221.5,155.2,453.1,167.6,119.6,166.8,101.1,395.6,27.0
1000285,"Aug 28, 2025, 12:00:00 AM",Hill Repeats,Ride,4557,27163.7,4557,4340,27163.7,462.0,113.7,378.2,122.8,148.8,178.8,92.7,590.8,155.3
1000286,"Aug 30, 2025, 12:00:00 AM",River Trail Ride,Ride,3826,24750.6,3826,3644,24750.6,189.3,188.4,695.7,203.4,128.7,163.2,83.4,538.3,147.7
1000287,"Aug 31, 2025, 12:00:00 AM",Hill Repeats,Ride,10035,69073.0,10035,9557,69073.0,483.3,116.4,428.9,125.7,131.7,157.3,92.0,1502.2,116.2
1000288,"Sep 01, 2025, 12:00:00 AM",Recovery Spin,Ride,8868,58134.5,8868,8446,58134.5,529.1,175.3,667.0,189.3,137.0,162.3,79.2,1264.3,24.1
1000289,"Sep 02, 2025, 12:00:00 AM",Recovery Spin,Ride,18868,143331.4,18868,17969,143331.4,1876.2,144.1,558.1,155.7,123.0,181.7,84.1,3117.2,69.8
1000290,"Sep 03, 2025, 12:00:00 AM",Morning Loop,Ride,3421,23780.1,3421,3258,23780.1,142.5,120.1,416.6,129.7,155.3,187.1,82.2,517.2,42.5
1000291,"Sep 04, 2025, 12:00:00 AM",River Trail Ride,Virtual Ride,4382,27347.1,4382,4173,27347.1,392.3,152.4,440.1,164.6,138.8,175.3,78.4,594.7,23.7
1000292,"Sep 05, 2025, 12:00:00 AM",Commute,Ride,4302,29128.2,4302,4097,29128.2,332.5,116.6,372.4,125.9,135.7,171.3,86.4,633.5,162.1
1000293,"Sep 06, 2025, 12:00:00 AM",Commute,Virtual Ride,10558,61827.7,10558,10055,61827.7,1052.0,160.0,499.8,172.8,121.5,160.1,88.2,1344.6,44.7
